LITm,LITs,MICr,MICk,SOMp,SOMc,SOMa
0.21136726868342623,1.3063492792365048,0.004040145307400587,0.021092271465687384,0.2671838571063027,0.6485457358152102,0.7331578933164221
0.2695769061954588,1.3830942464613551,0.022103568086294927,0.05306129727773137,1.2965986240600273,1.402407672005765,0.8493258453630086
0.254423596944139,1.302416202787183,0.015094247648222724,0.03626726931053595,0.9212094880039011,1.2568180929503394,0.6756341787199857
0.22773544378721414,1.1922474849275881,0.014102814111782833,0.03416076931361684,0.9131779622440415,1.1618258742413825,0.5640615201792339
0.23080260393400884,1.2015422563958917,0.019326977453276238,0.04808780265819947,1.2797910117029234,1.2447820020022156,0.5470362221924211
0.2261289301031882,1.1824847532830407,0.017497248946612406,0.04297417504874464,1.154598823793979,1.2103284180326823,0.5085036147121207
0.23608111996213577,1.2246099129530152,0.01799558319928013,0.043666703374420954,1.1740599459607377,1.2457909051362364,0.508031891690747
0.22546821992551022,1.1778149772603486,0.01673385076864255,0.041156777572208716,1.1094903299391197,1.199604665261873,0.463346974335706
0.22898276033930332,1.1940712249667174,0.03442009347740865,0.08459656134345493,2.2912670103632,1.2752959375804522,0.4584259791639062
0.26932563628239303,1.3804948055042474,0.026272402110653743,0.06300952239642049,1.7283274542858782,1.425790604744369,0.5243797652436014
0.2717407396355188,1.3920806976482303,0.04688023371925863,0.11260453803464017,3.1068670362989645,1.4597072813046952,0.5134715704405235
0.28601174298005483,1.4594203011630702,0.0396267042036492,0.09410292338606871,2.6061041283919155,1.5164492395085547,0.5235350742206349
0.299003149028415,1.5347077253429795,0.011120809555144946,0.01857046950295606,0.7080715064741152,1.1891936138025418,0.49899177848065285
0.23143656332121815,1.2069338834178778,0.01894890532907305,0.04646945615868649,1.2664294569380359,1.2422883838386964,0.3917151175392631
0.2454097281737604,1.2710927647778638,0.030439137657837997,0.0739781518522994,2.0412214483736544,1.3429431264885474,0.4118166011873257
0.2475476799986962,1.2887164229951955,0.009027971000724585,0.015599158727505665,0.5888353004224579,1.0111863873160847,0.3798381711076105
0.23645543136448352,1.229401146675252,0.019018020785365214,0.04650932725123415,1.2797965681503858,1.260144001368846,0.3768539718514338
0.20303033854740538,1.2713660821760182,0.005782035962223716,0.0021376764855822105,0.25656027523753244,0.5863164788541271,0.2813953573709119
0.26881596811295927,1.3789340860043497,0.037623338951334004,0.09023162527227094,2.544500913357849,1.4452496882174068,0.42969926193653346
0.2541981164256776,1.3139011536267224,0.016592321560645825,0.04094840801650389,1.1334652154713674,1.2891266760363036,0.395563154493644
0.23491877207858444,1.2106702295939797,0.013544042539679654,0.0328212407430747,0.933136037929622,1.1717075979888918,0.36111157063856886
0.2543831362080118,1.316597524611351,0.016424087857787685,0.03997681449722521,1.1232393492582502,1.283741467104354,0.3980740468588446
0.22917857440349457,1.194249806355927,0.019391465244316872,0.047859435884485255,1.342489582357416,1.2383058315540512,0.3631020524609485
0.2813564711651235,1.4382512512178105,0.02668388260488818,0.06353379516284009,1.8214941427166673,1.474227919377817,0.45926867775823943
0.2504168356026894,1.2800693834615728,0.013697026495334408,0.03503860196070471,0.9471206963307273,1.2152621648268818,0.39976257220853995
0.27291351331327407,1.3975742436380247,0.030762528451127383,0.07357034935691317,2.110843847469501,1.4530480509822035,0.4549227266526652
0.27888902802502397,1.4270679980013714,0.01838039719372792,0.04443278486804198,1.2548731234243242,1.3869382838791529,0.46368040596818944
0.2512177160162426,1.2976015698690757,0.03448299378916944,0.08348364256218355,2.3887117934685653,1.3706500286424461,0.4290118946297209
